model,row_id,Subject,deleted_position,term,dfbetas,abs_dfbetas
left_main,530,110613,174,c_ICV,-0.05673137521913536,0.05673137521913536
left_main,530,110613,174,c_left_hpc_vs,0.041444469708837806,0.041444469708837806
left_main,531,102513,175,c_ICV,6.668151664434698e-5,6.668151664434698e-5
left_main,531,102513,175,c_left_hpc_vs,-0.010020712920608512,0.010020712920608512
left_main,532,753150,176,c_ICV,-0.0022687259753035563,0.0022687259753035563
left_main,532,753150,176,c_left_hpc_vs,-0.007531934148821666,0.007531934148821666
left_main,533,224022,177,c_ICV,-0.046636824289924744,0.046636824289924744
left_main,533,224022,177,c_left_hpc_vs,-0.020576317825118776,0.020576317825118776
left_main,534,586460,178,c_ICV,-0.006943761223591799,0.006943761223591799
left_main,534,586460,178,c_left_hpc_vs,7.711687540089635e-4,7.711687540089635e-4
left_main,535,729557,179,c_ICV,0.05069397147255627,0.05069397147255627
left_main,535,729557,179,c_left_hpc_vs,0.00885862608859399,0.00885862608859399
left_main,536,825048,180,c_ICV,-0.030415779768963126,0.030415779768963126
